,record_date,rainfall_amt,mth,day,year,num_month,ystrdy_lvl,usg_amt,tdy_rain_ptntl,tdy_rain_coll,tnkr_amt,tdy_lvl,tdy_rain_ovflw
1880,2/23/2009,0.0,2,23,2009,2,7549,500,0,0,0,7049,0
1881,2/24/2009,0.0,2,24,2009,2,7049,500,0,0,0,6549,0
1882,2/25/2009,0.0,2,25,2009,2,6549,500,0,0,0,6049,0
1883,2/26/2009,0.0,2,26,2009,2,6049,500,0,0,0,5549,0
1884,2/27/2009,0.0,2,27,2009,2,5549,500,0,0,0,5049,0
1885,2/28/2009,0.0,2,28,2009,2,5049,500,0,0,0,4549,0
1886,3/1/2009,0.0,3,1,2009,3,4549,500,0,0,0,4049,0
1887,3/2/2009,0.0,3,2,2009,3,4049,500,0,0,0,3549,0
1888,3/3/2009,0.0,3,3,2009,3,3549,500,0,0,0,3049,0
1889,3/4/2009,0.0,3,4,2009,3,3049,500,0,0,0,2549,0
1890,3/5/2009,0.0,3,5,2009,3,2549,500,0,0,6000,8049,0
1891,3/6/2009,0.0,3,6,2009,3,8049,500,0,0,0,7549,0
1892,3/7/2009,0.0,3,7,2009,3,7549,500,0,0,0,7049,0
1893,3/8/2009,0.0,3,8,2009,3,7049,500,0,0,0,6549,0
1894,3/9/2009,0.0,3,9,2009,3,6549,500,0,0,0,6049,0
1895,3/10/2009,0.0,3,10,2009,3,6049,500,0,0,0,5549,0
1896,3/11/2009,0.0,3,11,2009,3,5549,500,0,0,0,5049,0
1897,3/12/2009,0.0,3,12,2009,3,5049,500,0,0,0,4549,0
1898,3/13/2009,0.0,3,13,2009,3,4549,500,0,0,0,4049,0
1899,3/14/2009,0.0,3,14,2009,3,4049,500,0,0,0,3549,0
1900,3/15/2009,0.0,3,15,2009,3,3549,500,0,0,0,3049,0
1901,3/16/2009,0.0,3,16,2009,3,3049,500,0,0,0,2549,0
1902,3/17/2009,0.0,3,17,2009,3,2549,500,0,0,6000,8049,0
1903,3/18/2009,0.0,3,18,2009,3,8049,500,0,0,0,7549,0
1904,3/19/2009,0.6,3,19,2009,3,7549,500,38,38,0,7087,0
1905,3/20/2009,0.0,3,20,2009,3,7087,500,0,0,0,6587,0
1906,3/21/2009,1.0,3,21,2009,3,6587,500,64,64,0,6151,0
1907,3/22/2009,0.3,3,22,2009,3,6151,500,19,19,0,5670,0
1908,3/23/2009,0.2,3,23,2009,3,5670,500,13,13,0,5183,0
1909,3/24/2009,0.0,3,24,2009,3,5183,500,0,0,0,4683,0
1910,3/25/2009,0.0,3,25,2009,3,4683,500,0,0,0,4183,0
1911,3/26/2009,0.0,3,26,2009,3,4183,500,0,0,0,3683,0
1912,3/27/2009,0.0,3,27,2009,3,3683,500,0,0,0,3183,0
1913,3/28/2009,0.0,3,28,2009,3,3183,500,0,0,0,2683,0
1914,3/29/2009,0.1,3,29,2009,3,2683,500,6,6,6000,8189,0
1915,3/30/2009,18.9,3,30,2009,3,8189,500,1210,1210,0,8899,0
1916,3/31/2009,7.3,3,31,2009,3,8899,500,467,467,0,8866,0
1917,4/1/2009,11.0,4,1,2009,4,8866,500,704,704,0,9070,0
1918,4/2/2009,0.0,4,2,2009,4,9070,500,0,0,0,8570,0
1919,4/3/2009,0.0,4,3,2009,4,8570,500,0,0,0,8070,0
1920,4/4/2009,1.2,4,4,2009,4,8070,500,77,77,0,7647,0
1921,4/5/2009,0.0,4,5,2009,4,7647,500,0,0,0,7147,0
1922,4/6/2009,0.0,4,6,2009,4,7147,500,0,0,0,6647,0
1923,4/7/2009,0.0,4,7,2009,4,6647,500,0,0,0,6147,0
1924,4/8/2009,0.0,4,8,2009,4,6147,500,0,0,0,5647,0
1925,4/9/2009,0.0,4,9,2009,4,5647,500,0,0,0,5147,0
1926,4/10/2009,0.9,4,10,2009,4,5147,500,58,58,0,4705,0
1927,4/11/2009,0.0,4,11,2009,4,4705,500,0,0,0,4205,0
1928,4/12/2009,0.0,4,12,2009,4,4205,500,0,0,0,3705,0
1929,4/13/2009,0.0,4,13,2009,4,3705,500,0,0,0,3205,0
1930,4/14/2009,0.0,4,14,2009,4,3205,500,0,0,0,2705,0
1931,4/15/2009,0.0,4,15,2009,4,2705,500,0,0,6000,8205,0
1932,4/16/2009,0.0,4,16,2009,4,8205,500,0,0,0,7705,0
1933,4/17/2009,0.0,4,17,2009,4,7705,500,0,0,0,7205,0
1934,4/18/2009,5.5,4,18,2009,4,7205,500,352,352,0,7057,0
1935,4/19/2009,0.0,4,19,2009,4,7057,500,0,0,0,6557,0
1936,4/20/2009,0.0,4,20,2009,4,6557,500,0,0,0,6057,0
1937,4/21/2009,0.0,4,21,2009,4,6057,500,0,0,0,5557,0
1938,4/22/2009,2.7,4,22,2009,4,5557,500,173,173,0,5230,0
1939,4/23/2009,0.0,4,23,2009,4,5230,500,0,0,0,4730,0
1940,4/24/2009,0.0,4,24,2009,4,4730,500,0,0,0,4230,0
1941,4/25/2009,0.0,4,25,2009,4,4230,500,0,0,0,3730,0
1942,4/26/2009,0.0,4,26,2009,4,3730,500,0,0,0,3230,0
1943,4/27/2009,0.0,4,27,2009,4,3230,500,0,0,0,2730,0
1944,4/28/2009,0.0,4,28,2009,4,2730,500,0,0,6000,8230,0
1945,4/29/2009,0.0,4,29,2009,4,8230,500,0,0,0,7730,0
1946,4/30/2009,0.0,4,30,2009,4,7730,500,0,0,0,7230,0
1947,5/1/2009,0.0,5,1,2009,5,7230,500,0,0,0,6730,0
1948,5/2/2009,0.0,5,2,2009,5,6730,500,0,0,0,6230,0
1949,5/3/2009,10.0,5,3,2009,5,6230,500,640,640,0,6370,0
1950,5/4/2009,3.0,5,4,2009,5,6370,500,192,192,0,6062,0
1951,5/5/2009,11.5,5,5,2009,5,6062,500,736,736,0,6298,0
1952,5/6/2009,1.4,5,6,2009,5,6298,500,90,90,0,5888,0
1953,5/7/2009,0.0,5,7,2009,5,5888,500,0,0,0,5388,0
1954,5/8/2009,0.0,5,8,2009,5,5388,500,0,0,0,4888,0
1955,5/9/2009,0.0,5,9,2009,5,4888,500,0,0,0,4388,0
1956,5/10/2009,0.0,5,10,2009,5,4388,500,0,0,0,3888,0
1957,5/11/2009,7.7,5,11,2009,5,3888,500,493,493,0,3881,0
1958,5/12/2009,16.5,5,12,2009,5,3881,500,1056,1056,0,4437,0
1959,5/13/2009,4.5,5,13,2009,5,4437,500,288,288,0,4225,0
1960,5/14/2009,5.7,5,14,2009,5,4225,500,365,365,0,4090,0
1961,5/15/2009,0.0,5,15,2009,5,4090,500,0,0,0,3590,0
1962,5/16/2009,1.6,5,16,2009,5,3590,500,102,102,0,3192,0
1963,5/17/2009,0.9,5,17,2009,5,3192,500,58,58,0,2750,0
1964,5/18/2009,0.0,5,18,2009,5,2750,500,0,0,6000,8250,0
1965,5/19/2009,0.0,5,19,2009,5,8250,500,0,0,0,7750,0
1966,5/20/2009,0.0,5,20,2009,5,7750,500,0,0,0,7250,0
1967,5/21/2009,0.0,5,21,2009,5,7250,500,0,0,0,6750,0
1968,5/22/2009,6.5,5,22,2009,5,6750,500,416,416,0,6666,0
1969,5/23/2009,0.5,5,23,2009,5,6666,500,32,32,0,6198,0
1970,5/24/2009,0.0,5,24,2009,5,6198,500,0,0,0,5698,0
1971,5/25/2009,1.0,5,25,2009,5,5698,500,64,64,0,5262,0
1972,5/26/2009,37.8,5,26,2009,5,5262,500,2419,2419,0,7181,0
1973,5/27/2009,8.2,5,27,2009,5,7181,500,525,525,0,7206,0
1974,5/28/2009,0.0,5,28,2009,5,7206,500,0,0,0,6706,0
1975,5/29/2009,8.8,5,29,2009,5,6706,500,563,563,0,6769,0
1976,5/30/2009,0.0,5,30,2009,5,6769,500,0,0,0,6269,0
1977,5/31/2009,6.4,5,31,2009,5,6269,500,410,410,0,6179,0
1978,6/1/2009,0.0,6,1,2009,6,6179,500,0,0,0,5679,0
1979,6/2/2009,0.0,6,2,2009,6,5679,500,0,0,0,5179,0
1980,6/3/2009,0.0,6,3,2009,6,5179,500,0,0,0,4679,0
1981,6/4/2009,4.0,6,4,2009,6,4679,500,256,256,0,4435,0
1982,6/5/2009,23.5,6,5,2009,6,4435,500,1504,1504,0,5439,0
1983,6/6/2009,12.5,6,6,2009,6,5439,500,800,800,0,5739,0
1984,6/7/2009,0.0,6,7,2009,6,5739,500,0,0,0,5239,0
1985,6/8/2009,0.0,6,8,2009,6,5239,500,0,0,0,4739,0
1986,6/9/2009,0.0,6,9,2009,6,4739,500,0,0,0,4239,0
1987,6/10/2009,0.0,6,10,2009,6,4239,500,0,0,0,3739,0
1988,6/11/2009,0.0,6,11,2009,6,3739,500,0,0,0,3239,0
1989,6/12/2009,1.9,6,12,2009,6,3239,500,122,122,0,2861,0
1990,6/13/2009,3.3,6,13,2009,6,2861,500,211,211,6000,8572,0
1991,6/14/2009,0.0,6,14,2009,6,8572,500,0,0,0,8072,0
1992,6/15/2009,0.0,6,15,2009,6,8072,500,0,0,0,7572,0
1993,6/16/2009,0.0,6,16,2009,6,7572,500,0,0,0,7072,0
1994,6/17/2009,0.0,6,17,2009,6,7072,500,0,0,0,6572,0
1995,6/18/2009,0.0,6,18,2009,6,6572,500,0,0,0,6072,0
1996,6/19/2009,0.0,6,19,2009,6,6072,500,0,0,0,5572,0
1997,6/20/2009,0.0,6,20,2009,6,5572,500,0,0,0,5072,0
1998,6/21/2009,0.0,6,21,2009,6,5072,500,0,0,0,4572,0
1999,6/22/2009,2.0,6,22,2009,6,4572,500,128,128,0,4200,0
2000,6/23/2009,0.0,6,23,2009,6,4200,500,0,0,0,3700,0
2001,6/24/2009,0.0,6,24,2009,6,3700,500,0,0,0,3200,0
2002,6/25/2009,0.0,6,25,2009,6,3200,500,0,0,0,2700,0
2003,6/26/2009,47.3,6,26,2009,6,2700,500,3027,3027,6000,11227,0
2004,6/27/2009,9.5,6,27,2009,6,11227,500,608,-727,0,10000,1335
2005,6/28/2009,2.5,6,28,2009,6,10000,500,160,160,0,9660,0
2006,6/29/2009,9.0,6,29,2009,6,9660,500,576,576,0,9736,0
2007,6/30/2009,9.5,6,30,2009,6,9736,500,608,608,0,9844,0
2008,7/1/2009,39.5,7,1,2009,7,9844,500,2528,656,0,10000,1872
2009,7/2/2009,10.2,7,2,2009,7,10000,500,653,500,0,10000,153
2010,7/3/2009,0.0,7,3,2009,7,10000,500,0,0,0,9500,0
2011,7/4/2009,0.0,7,4,2009,7,9500,500,0,0,0,9000,0
2012,7/5/2009,7.2,7,5,2009,7,9000,500,461,461,0,8961,0
2013,7/6/2009,4.6,7,6,2009,7,8961,500,294,294,0,8755,0
2014,7/7/2009,30.6,7,7,2009,7,8755,500,1958,1745,0,10000,213
2015,7/8/2009,7.8,7,8,2009,7,10000,500,499,499,0,9999,0
2016,7/9/2009,0.0,7,9,2009,7,9999,500,0,0,0,9499,0
2017,7/10/2009,0.0,7,10,2009,7,9499,500,0,0,0,8999,0
2018,7/11/2009,1.7,7,11,2009,7,8999,500,109,109,0,8608,0
2019,7/12/2009,5.0,7,12,2009,7,8608,500,320,320,0,8428,0
2020,7/13/2009,21.8,7,13,2009,7,8428,500,1395,1395,0,9323,0
2021,7/14/2009,0.0,7,14,2009,7,9323,500,0,0,0,8823,0
2022,7/15/2009,7.6,7,15,2009,7,8823,500,486,486,0,8809,0
2023,7/16/2009,0.0,7,16,2009,7,8809,500,0,0,0,8309,0
2024,7/17/2009,0.2,7,17,2009,7,8309,500,13,13,0,7822,0
2025,7/18/2009,0.0,7,18,2009,7,7822,500,0,0,0,7322,0
2026,7/19/2009,14.4,7,19,2009,7,7322,500,922,922,0,7744,0
2027,7/20/2009,8.1,7,20,2009,7,7744,500,518,518,0,7762,0
2028,7/21/2009,0.6,7,21,2009,7,7762,500,38,38,0,7300,0
2029,7/22/2009,2.1,7,22,2009,7,7300,500,134,134,0,6934,0
2030,7/23/2009,1.2,7,23,2009,7,6934,500,77,77,0,6511,0
2031,7/24/2009,0.0,7,24,2009,7,6511,500,0,0,0,6011,0
2032,7/25/2009,0.0,7,25,2009,7,6011,500,0,0,0,5511,0
2033,7/26/2009,11.5,7,26,2009,7,5511,500,736,736,0,5747,0
2034,7/27/2009,59.2,7,27,2009,7,5747,500,3789,3789,0,9036,0
2035,7/28/2009,76.5,7,28,2009,7,9036,500,4896,1464,0,10000,3432
2036,7/29/2009,1.2,7,29,2009,7,10000,500,77,77,0,9577,0
2037,7/30/2009,10.3,7,30,2009,7,9577,500,659,659,0,9736,0
2038,7/31/2009,5.0,7,31,2009,7,9736,500,320,320,0,9556,0
2039,8/1/2009,29.2,8,1,2009,8,9556,500,1869,944,0,10000,925
2040,8/2/2009,0.0,8,2,2009,8,10000,500,0,0,0,9500,0
2041,8/3/2009,0.0,8,3,2009,8,9500,500,0,0,0,9000,0
2042,8/4/2009,0.0,8,4,2009,8,9000,500,0,0,0,8500,0
2043,8/5/2009,2.2,8,5,2009,8,8500,500,141,141,0,8141,0
2044,8/6/2009,2.8,8,6,2009,8,8141,500,179,179,0,7820,0
2045,8/7/2009,24.2,8,7,2009,8,7820,500,1549,1549,0,8869,0
2046,8/8/2009,4.1,8,8,2009,8,8869,500,262,262,0,8631,0
2047,8/9/2009,0.2,8,9,2009,8,8631,500,13,13,0,8144,0
2048,8/10/2009,1.8,8,10,2009,8,8144,500,115,115,0,7759,0
2049,8/11/2009,23.0,8,11,2009,8,7759,500,1472,1472,0,8731,0
2050,8/12/2009,14.4,8,12,2009,8,8731,500,922,922,0,9153,0
2051,8/13/2009,58.7,8,13,2009,8,9153,500,3757,1347,0,10000,2410
2052,8/14/2009,4.4,8,14,2009,8,10000,500,282,282,0,9782,0
2053,8/15/2009,5.0,8,15,2009,8,9782,500,320,320,0,9602,0
2054,8/16/2009,3.5,8,16,2009,8,9602,500,224,224,0,9326,0
2055,8/17/2009,57.3,8,17,2009,8,9326,500,3667,1174,0,10000,2493
2056,8/18/2009,6.2,8,18,2009,8,10000,500,397,397,0,9897,0
2057,8/19/2009,21.0,8,19,2009,8,9897,500,1344,603,0,10000,741
2058,8/20/2009,17.7,8,20,2009,8,10000,500,1133,500,0,10000,633
2059,8/21/2009,8.0,8,21,2009,8,10000,500,512,500,0,10000,12
2060,8/22/2009,0.0,8,22,2009,8,10000,500,0,0,0,9500,0
2061,8/23/2009,0.0,8,23,2009,8,9500,500,0,0,0,9000,0
2062,8/24/2009,30.3,8,24,2009,8,9000,500,1939,1500,0,10000,439
2063,8/25/2009,6.5,8,25,2009,8,10000,500,416,416,0,9916,0
2064,8/26/2009,14.3,8,26,2009,8,9916,500,915,584,0,10000,331
2065,8/27/2009,4.1,8,27,2009,8,10000,500,262,262,0,9762,0
2066,8/28/2009,28.2,8,28,2009,8,9762,500,1805,738,0,10000,1067
2067,8/29/2009,0.0,8,29,2009,8,10000,500,0,0,0,9500,0
2068,8/30/2009,15.5,8,30,2009,8,9500,500,992,992,0,9992,0
2069,8/31/2009,0.3,8,31,2009,8,9992,500,19,19,0,9511,0
2070,9/1/2009,2.5,9,1,2009,9,9511,500,160,160,0,9171,0
2071,9/2/2009,24.5,9,2,2009,9,9171,500,1568,1329,0,10000,239
2072,9/3/2009,0.0,9,3,2009,9,10000,500,0,0,0,9500,0
2073,9/4/2009,0.0,9,4,2009,9,9500,500,0,0,0,9000,0
2074,9/5/2009,5.6,9,5,2009,9,9000,500,358,358,0,8858,0
2075,9/6/2009,14.0,9,6,2009,9,8858,500,896,896,0,9254,0
2076,9/7/2009,7.6,9,7,2009,9,9254,500,486,486,0,9240,0
2077,9/8/2009,1.0,9,8,2009,9,9240,500,64,64,0,8804,0
2078,9/9/2009,7.9,9,9,2009,9,8804,500,506,506,0,8810,0
2079,9/10/2009,2.8,9,10,2009,9,8810,500,179,179,0,8489,0
2080,9/11/2009,8.4,9,11,2009,9,8489,500,538,538,0,8527,0
2081,9/12/2009,0.0,9,12,2009,9,8527,500,0,0,0,8027,0
2082,9/13/2009,0.0,9,13,2009,9,8027,500,0,0,0,7527,0
2083,9/14/2009,0.0,9,14,2009,9,7527,500,0,0,0,7027,0
2084,9/15/2009,0.0,9,15,2009,9,7027,500,0,0,0,6527,0
2085,9/16/2009,0.0,9,16,2009,9,6527,500,0,0,0,6027,0
2086,9/17/2009,0.0,9,17,2009,9,6027,500,0,0,0,5527,0
2087,9/18/2009,0.0,9,18,2009,9,5527,500,0,0,0,5027,0
2088,9/19/2009,0.0,9,19,2009,9,5027,500,0,0,0,4527,0
2089,9/20/2009,0.0,9,20,2009,9,4527,500,0,0,0,4027,0
2090,9/21/2009,0.0,9,21,2009,9,4027,500,0,0,0,3527,0
2091,9/22/2009,0.0,9,22,2009,9,3527,500,0,0,0,3027,0
2092,9/23/2009,0.0,9,23,2009,9,3027,500,0,0,0,2527,0
2093,9/24/2009,0.0,9,24,2009,9,2527,500,0,0,6000,8027,0
2094,9/25/2009,36.4,9,25,2009,9,8027,500,2330,2330,0,9857,0
2095,9/26/2009,1.3,9,26,2009,9,9857,500,83,83,0,9440,0
2096,9/27/2009,0.0,9,27,2009,9,9440,500,0,0,0,8940,0
2097,9/28/2009,0.0,9,28,2009,9,8940,500,0,0,0,8440,0
2098,9/29/2009,0.0,9,29,2009,9,8440,500,0,0,0,7940,0
2099,9/30/2009,1.4,9,30,2009,9,7940,500,90,90,0,7530,0
2100,10/1/2009,0.5,10,1,2009,10,7530,500,32,32,0,7062,0
2101,10/2/2009,8.0,10,2,2009,10,7062,500,512,512,0,7074,0
2102,10/3/2009,0.7,10,3,2009,10,7074,500,45,45,0,6619,0
2103,10/4/2009,6.0,10,4,2009,10,6619,500,384,384,0,6503,0
2104,10/5/2009,0.0,10,5,2009,10,6503,500,0,0,0,6003,0
2105,10/6/2009,5.2,10,6,2009,10,6003,500,333,333,0,5836,0
2106,10/7/2009,3.0,10,7,2009,10,5836,500,192,192,0,5528,0
2107,10/8/2009,45.8,10,8,2009,10,5528,500,2931,2931,0,7959,0
2108,10/9/2009,2.3,10,9,2009,10,7959,500,147,147,0,7606,0
2109,10/10/2009,0.0,10,10,2009,10,7606,500,0,0,0,7106,0
2110,10/11/2009,0.0,10,11,2009,10,7106,500,0,0,0,6606,0
2111,10/12/2009,0.0,10,12,2009,10,6606,500,0,0,0,6106,0
2112,10/13/2009,0.0,10,13,2009,10,6106,500,0,0,0,5606,0
2113,10/14/2009,0.0,10,14,2009,10,5606,500,0,0,0,5106,0
2114,10/15/2009,0.0,10,15,2009,10,5106,500,0,0,0,4606,0
2115,10/16/2009,0.0,10,16,2009,10,4606,500,0,0,0,4106,0
2116,10/17/2009,0.0,10,17,2009,10,4106,500,0,0,0,3606,0
2117,10/18/2009,0.0,10,18,2009,10,3606,500,0,0,0,3106,0
2118,10/19/2009,0.0,10,19,2009,10,3106,500,0,0,0,2606,0
2119,10/20/2009,0.0,10,20,2009,10,2606,500,0,0,6000,8106,0
2120,10/21/2009,0.0,10,21,2009,10,8106,500,0,0,0,7606,0
2121,10/22/2009,0.0,10,22,2009,10,7606,500,0,0,0,7106,0
2122,10/23/2009,0.0,10,23,2009,10,7106,500,0,0,0,6606,0
2123,10/24/2009,0.0,10,24,2009,10,6606,500,0,0,0,6106,0
2124,10/25/2009,0.0,10,25,2009,10,6106,500,0,0,0,5606,0
2125,10/26/2009,0.0,10,26,2009,10,5606,500,0,0,0,5106,0
2126,10/27/2009,0.0,10,27,2009,10,5106,500,0,0,0,4606,0
2127,10/28/2009,0.0,10,28,2009,10,4606,500,0,0,0,4106,0
2128,10/29/2009,0.0,10,29,2009,10,4106,500,0,0,0,3606,0
2129,10/30/2009,0.0,10,30,2009,10,3606,500,0,0,0,3106,0
2130,10/31/2009,0.0,10,31,2009,10,3106,500,0,0,0,2606,0
2131,11/1/2009,0.0,11,1,2009,11,2606,500,0,0,6000,8106,0
2132,11/2/2009,0.0,11,2,2009,11,8106,500,0,0,0,7606,0
2133,11/3/2009,0.0,11,3,2009,11,7606,500,0,0,0,7106,0
2134,11/4/2009,0.0,11,4,2009,11,7106,500,0,0,0,6606,0
2135,11/5/2009,0.0,11,5,2009,11,6606,500,0,0,0,6106,0
2136,11/6/2009,0.0,11,6,2009,11,6106,500,0,0,0,5606,0
2137,11/7/2009,0.0,11,7,2009,11,5606,500,0,0,0,5106,0
2138,11/8/2009,0.0,11,8,2009,11,5106,500,0,0,0,4606,0
2139,11/9/2009,0.0,11,9,2009,11,4606,500,0,0,0,4106,0
2140,11/10/2009,0.0,11,10,2009,11,4106,500,0,0,0,3606,0
2141,11/11/2009,0.0,11,11,2009,11,3606,500,0,0,0,3106,0
2142,11/12/2009,0.0,11,12,2009,11,3106,500,0,0,0,2606,0
2143,11/13/2009,1.0,11,13,2009,11,2606,500,64,64,6000,8170,0
2144,11/14/2009,0.0,11,14,2009,11,8170,500,0,0,0,7670,0
2145,11/15/2009,0.0,11,15,2009,11,7670,500,0,0,0,7170,0
2146,11/16/2009,0.0,11,16,2009,11,7170,500,0,0,0,6670,0
2147,11/17/2009,0.0,11,17,2009,11,6670,500,0,0,0,6170,0
2148,11/18/2009,0.0,11,18,2009,11,6170,500,0,0,0,5670,0
2149,11/19/2009,0.0,11,19,2009,11,5670,500,0,0,0,5170,0
2150,11/20/2009,0.0,11,20,2009,11,5170,500,0,0,0,4670,0
2151,11/21/2009,0.0,11,21,2009,11,4670,500,0,0,0,4170,0
2152,11/22/2009,0.0,11,22,2009,11,4170,500,0,0,0,3670,0
2153,11/23/2009,0.0,11,23,2009,11,3670,500,0,0,0,3170,0
2154,11/24/2009,0.0,11,24,2009,11,3170,500,0,0,0,2670,0
2155,11/25/2009,0.0,11,25,2009,11,2670,500,0,0,6000,8170,0
2156,11/26/2009,0.0,11,26,2009,11,8170,500,0,0,0,7670,0
2157,11/27/2009,0.0,11,27,2009,11,7670,500,0,0,0,7170,0
2158,11/28/2009,0.0,11,28,2009,11,7170,500,0,0,0,6670,0
2159,11/29/2009,0.0,11,29,2009,11,6670,500,0,0,0,6170,0
2160,11/30/2009,0.0,11,30,2009,11,6170,500,0,0,0,5670,0
2161,12/1/2009,0.0,12,1,2009,12,5670,500,0,0,0,5170,0
2162,12/2/2009,0.0,12,2,2009,12,5170,500,0,0,0,4670,0
2163,12/3/2009,0.0,12,3,2009,12,4670,500,0,0,0,4170,0
2164,12/4/2009,0.0,12,4,2009,12,4170,500,0,0,0,3670,0
2165,12/5/2009,0.0,12,5,2009,12,3670,500,0,0,0,3170,0
2166,12/6/2009,0.0,12,6,2009,12,3170,500,0,0,0,2670,0
2167,12/7/2009,0.0,12,7,2009,12,2670,500,0,0,6000,8170,0
2168,12/8/2009,0.0,12,8,2009,12,8170,500,0,0,0,7670,0
2169,12/9/2009,0.0,12,9,2009,12,7670,500,0,0,0,7170,0
2170,12/10/2009,0.0,12,10,2009,12,7170,500,0,0,0,6670,0
2171,12/11/2009,0.0,12,11,2009,12,6670,500,0,0,0,6170,0
2172,12/12/2009,0.0,12,12,2009,12,6170,500,0,0,0,5670,0
2173,12/13/2009,0.0,12,13,2009,12,5670,500,0,0,0,5170,0
2174,12/14/2009,0.0,12,14,2009,12,5170,500,0,0,0,4670,0
2175,12/15/2009,0.0,12,15,2009,12,4670,500,0,0,0,4170,0
2176,12/16/2009,0.0,12,16,2009,12,4170,500,0,0,0,3670,0
2177,12/17/2009,0.0,12,17,2009,12,3670,500,0,0,0,3170,0
2178,12/18/2009,0.0,12,18,2009,12,3170,500,0,0,0,2670,0
2179,12/19/2009,0.0,12,19,2009,12,2670,500,0,0,6000,8170,0
2180,12/20/2009,0.0,12,20,2009,12,8170,500,0,0,0,7670,0
2181,12/21/2009,0.0,12,21,2009,12,7670,500,0,0,0,7170,0
2182,12/22/2009,0.0,12,22,2009,12,7170,500,0,0,0,6670,0
2183,12/23/2009,0.0,12,23,2009,12,6670,500,0,0,0,6170,0
2184,12/24/2009,0.0,12,24,2009,12,6170,500,0,0,0,5670,0
2185,12/25/2009,0.0,12,25,2009,12,5670,500,0,0,0,5170,0
2186,12/26/2009,0.0,12,26,2009,12,5170,500,0,0,0,4670,0
2187,12/27/2009,0.0,12,27,2009,12,4670,500,0,0,0,4170,0
2188,12/28/2009,0.0,12,28,2009,12,4170,500,0,0,0,3670,0
2189,12/29/2009,0.0,12,29,2009,12,3670,500,0,0,0,3170,0
2190,12/30/2009,0.0,12,30,2009,12,3170,500,0,0,0,2670,0
2191,12/31/2009,3.6,12,31,2009,12,2670,500,230,230,6000,8400,0
2192,1/1/2010,0.0,1,1,2010,1,8400,500,0,0,0,7900,0
2193,1/2/2010,0.0,1,2,2010,1,7900,500,0,0,0,7400,0
2194,1/3/2010,0.0,1,3,2010,1,7400,500,0,0,0,6900,0
2195,1/4/2010,0.0,1,4,2010,1,6900,500,0,0,0,6400,0
2196,1/5/2010,0.0,1,5,2010,1,6400,500,0,0,0,5900,0
2197,1/6/2010,0.0,1,6,2010,1,5900,500,0,0,0,5400,0
2198,1/7/2010,0.0,1,7,2010,1,5400,500,0,0,0,4900,0
2199,1/8/2010,0.0,1,8,2010,1,4900,500,0,0,0,4400,0
2200,1/9/2010,0.0,1,9,2010,1,4400,500,0,0,0,3900,0
2201,1/10/2010,0.0,1,10,2010,1,3900,500,0,0,0,3400,0
2202,1/11/2010,0.0,1,11,2010,1,3400,500,0,0,0,2900,0
2203,1/12/2010,0.0,1,12,2010,1,2900,500,0,0,6000,8400,0
2204,1/13/2010,0.0,1,13,2010,1,8400,500,0,0,0,7900,0
2205,1/14/2010,1.9,1,14,2010,1,7900,500,122,122,0,7522,0
2206,1/15/2010,0.0,1,15,2010,1,7522,500,0,0,0,7022,0
2207,1/16/2010,0.0,1,16,2010,1,7022,500,0,0,0,6522,0
2208,1/17/2010,0.0,1,17,2010,1,6522,500,0,0,0,6022,0
2209,1/18/2010,0.0,1,18,2010,1,6022,500,0,0,0,5522,0
2210,1/19/2010,0.0,1,19,2010,1,5522,500,0,0,0,5022,0
2211,1/20/2010,0.0,1,20,2010,1,5022,500,0,0,0,4522,0
2212,1/21/2010,0.0,1,21,2010,1,4522,500,0,0,0,4022,0
2213,1/22/2010,0.0,1,22,2010,1,4022,500,0,0,0,3522,0
2214,1/23/2010,0.0,1,23,2010,1,3522,500,0,0,0,3022,0
2215,1/24/2010,0.0,1,24,2010,1,3022,500,0,0,0,2522,0
2216,1/25/2010,0.0,1,25,2010,1,2522,500,0,0,6000,8022,0
2217,1/26/2010,0.0,1,26,2010,1,8022,500,0,0,0,7522,0
2218,1/27/2010,0.0,1,27,2010,1,7522,500,0,0,0,7022,0
2219,1/28/2010,0.0,1,28,2010,1,7022,500,0,0,0,6522,0
2220,1/29/2010,0.0,1,29,2010,1,6522,500,0,0,0,6022,0
2221,1/30/2010,0.0,1,30,2010,1,6022,500,0,0,0,5522,0
2222,1/31/2010,0.0,1,31,2010,1,5522,500,0,0,0,5022,0
2223,2/1/2010,0.0,2,1,2010,2,5022,500,0,0,0,4522,0
2224,2/2/2010,0.0,2,2,2010,2,4522,500,0,0,0,4022,0
2225,2/3/2010,0.0,2,3,2010,2,4022,500,0,0,0,3522,0
2226,2/4/2010,0.0,2,4,2010,2,3522,500,0,0,0,3022,0
2227,2/5/2010,0.0,2,5,2010,2,3022,500,0,0,0,2522,0
2228,2/6/2010,0.0,2,6,2010,2,2522,500,0,0,6000,8022,0
2229,2/7/2010,0.0,2,7,2010,2,8022,500,0,0,0,7522,0
2230,2/8/2010,0.0,2,8,2010,2,7522,500,0,0,0,7022,0
2231,2/9/2010,0.9,2,9,2010,2,7022,500,58,58,0,6580,0
2232,2/10/2010,21.5,2,10,2010,2,6580,500,1376,1376,0,7456,0
2233,2/11/2010,0.0,2,11,2010,2,7456,500,0,0,0,6956,0
